title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
Relax codecov settings in CI,2024-08-01 20:17:55,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Fix: model bug that i introduced,2024-08-01 17:27:26,closed,,lwasser,United States,staff,pyosMeta,pulls
fix: advisory_council should default to false,2024-08-01 16:17:34,closed,,lwasser,United States,staff,pyosMeta,pulls
Update api endpoint test to check for any valid endpoint,2024-07-31 22:53:39,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Edit .env-default file to correct syntax,2024-07-13 18:29:06,closed,,ehinman,"Madison, WI",contributor,pyosMeta,pulls
Fix: fix label parsing,2024-07-13 03:46:26,closed,,lwasser,United States,staff,pyosMeta,pulls
Release 1.3.2 -- this should fix our current build problems!! ,2024-07-12 06:34:01,closed,,lwasser,United States,staff,pyosMeta,pulls
get labels from issue metadata,2024-07-12 03:32:30,closed,,sneakers-the-rat,,contributor,pyosMeta,pulls
fix parsing of partnerships,2024-07-12 02:41:21,closed,,sneakers-the-rat,,contributor,pyosMeta,pulls
Fix: add emeritus_Advisory field,2024-07-04 20:09:07,closed,,lwasser,United States,staff,pyosMeta,pulls
[Release] v0.1.7 -- pyosMeta,2024-07-04 18:05:59,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix update-contributors handling of missing github_username,2024-07-03 13:09:36,closed,,blink1073,,contributor,pyosMeta,pulls
Fix sigstore job,2024-07-03 11:53:32,closed,"maintenance, automation",blink1073,,contributor,pyosMeta,pulls
"Refactor issue parser - lifecycle methods, use pydantic models, support reviewer lists",2024-07-03 03:03:36,closed,,sneakers-the-rat,,contributor,pyosMeta,pulls
Fix: we changed the label names,2024-07-02 18:44:10,closed,,lwasser,United States,staff,pyosMeta,pulls
Test cli on pull requests,2024-07-01 20:07:25,closed,,blink1073,,contributor,pyosMeta,pulls
Fix undeclared fix_indent,2024-07-01 16:04:49,closed,,pllim,"Baltimore, MD, USA",contributor,pyosMeta,pulls
Adopt ruff,2024-06-25 00:59:08,closed,,blink1073,,contributor,pyosMeta,pulls
Create:  add-help-wanted workflow to add tagged issues to project board,2024-06-07 17:41:32,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: help-wanted label action,2024-06-05 20:49:37,closed,,lwasser,United States,staff,pyosMeta,pulls
Sign pypi releases using sigstore,2024-05-25 15:43:23,closed,,blink1073,,contributor,pyosMeta,pulls
ENH: update project board script,2024-05-19 22:23:46,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: bug in github username for reviewers),2024-05-07 21:12:47,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: link to COC,2024-04-04 19:45:50,closed,,lwasser,United States,staff,pyosMeta,pulls
Add changelog for v0.2.4,2024-03-29 18:24:12,closed,release,willingc,San Diego,contributor,pyosMeta,pulls
Fix: separate build and publish steps in CI,2024-03-26 23:02:12,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: small bug - forgot to update last script,2024-03-20 23:27:37,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: pagination support for issue requests,2024-03-19 19:55:09,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: refactor github methods out of contributor mod,2024-03-18 22:57:01,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: add partners to contributors,2024-03-12 20:24:38,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix tests2,2024-03-12 19:42:54,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: Move all of the github things to a new module for easier maintenance,2024-03-09 19:54:49,closed,refactor,lwasser,United States,staff,pyosMeta,pulls
Fix: clean data accepted key,2024-03-09 01:29:01,closed,bug,lwasser,United States,staff,pyosMeta,pulls
Update github actions to resolve nodejs 16 warnings,2024-03-08 19:49:13,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Split utilities test file into two to match the source files,2024-03-08 19:27:45,closed,"maintenance, refactor",willingc,San Diego,contributor,pyosMeta,pulls
Refactor cleaning utility input names to be consistent and update docstrings,2024-03-08 19:02:07,closed,"maintenance, refactor",willingc,San Diego,contributor,pyosMeta,pulls
Add tests utils,2024-03-08 01:36:01,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: rename util modules,2024-03-08 01:23:16,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: refactor and reorganize modules,2024-03-07 23:40:46,closed,refactor,lwasser,United States,staff,pyosMeta,pulls
Fix: parse up to 100 issues in a request,2024-03-07 16:47:06,closed,,lwasser,United States,staff,pyosMeta,pulls
February 2024 changelog,2024-02-29 17:30:25,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Fix: make parse comment more readable,2024-02-29 02:58:30,closed,refactor,lwasser,United States,staff,pyosMeta,pulls
Fix: field alias for date_accepted field,2024-02-28 02:24:02,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: add environment,2024-02-26 23:26:13,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: add permissions to publish,2024-02-26 15:51:13,closed,,lwasser,United States,staff,pyosMeta,pulls
"Fix: test pypi trusted workflow setup, remove token",2024-02-26 15:17:16,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix grammar in devguide,2024-02-26 02:46:11,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Fix: Update publish pypi workflow to use hatch,2024-02-25 21:02:43,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: add test coverage,2024-02-25 03:04:37,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: Add categories validator to model,2024-02-25 02:05:06,closed,,lwasser,United States,staff,pyosMeta,pulls
Update optional dependencies and edit pyproject.toml,2024-02-24 18:52:12,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Update changelog to reflect actual history on PyPI and GitHub,2024-02-24 18:33:27,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
"Update gitignore, flake8, and pre-commit config files",2024-02-24 17:50:58,closed,"maintenance, automation",willingc,San Diego,contributor,pyosMeta,pulls
Remove unneeded file now that hatch is used for packaging,2024-02-24 16:17:34,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Add some dev setup info about hatch,2024-02-24 15:54:55,closed,documentation,willingc,San Diego,contributor,pyosMeta,pulls
Bump flake8 for pre-commit,2024-02-23 15:39:24,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Bump black pre-commit hook and update file formats for black 2024 style,2024-02-23 15:35:56,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Add: partner support to metadata parsing,2024-02-22 02:41:42,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: move to hatch scripts for tests and move to pytest,2024-02-21 23:33:23,closed,,lwasser,United States,staff,pyosMeta,pulls
Enh: add hatch_vcs for versioning,2023-12-20 19:20:43,closed,enhancement,lwasser,United States,staff,pyosMeta,pulls
Fix: minor text updates following carols enhancements,2023-12-20 18:20:45,closed,,lwasser,United States,staff,pyosMeta,pulls
Implement Phase 1 maintenance on the repo's root directory,2023-12-16 19:28:25,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Fix: pyproj toml deps and small package update,2023-12-14 23:19:32,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: clean up markdown from package name,2023-10-22 19:12:57,closed,,lwasser,United States,staff,pyosMeta,pulls
Update parse usernames process,2023-10-20 07:41:24,closed,,SimonMolinsky,"Helsinki, Finland",contributor,pyosMeta,pulls
Fix: remove date parses running automatically,2023-09-12 00:13:33,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: categories should be lower case with a dash,2023-09-11 21:41:16,closed,,lwasser,United States,staff,pyosMeta,pulls
Remove duplication of fork count,2023-08-24 00:35:28,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: bug in repo link field w markdown url,2023-08-24 00:33:31,closed,bug,lwasser,United States,staff,pyosMeta,pulls
Feat: get user added date from commit history,2023-08-21 00:30:05,closed,,lwasser,United States,staff,pyosMeta,pulls
Update pyproject.toml,2023-08-17 15:53:49,closed,,lwasser,United States,staff,pyosMeta,pulls
Refactor: move to pydantic for validation,2023-08-14 01:05:24,closed,,lwasser,United States,staff,pyosMeta,pulls
Minor fix - date_accepted order of values is flipped  (month should be first),2023-07-28 22:43:11,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix date format to make jekyll happy,2023-07-28 21:10:25,closed,,lwasser,United States,staff,pyosMeta,pulls
Cleanup: Add update arg & update docs,2023-07-27 16:23:27,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix date_Accepted and keep running if it's missing,2023-07-27 00:48:54,closed,,lwasser,United States,staff,pyosMeta,pulls
Path cleanup and only export yml in final step,2023-07-27 00:43:56,closed,,lwasser,United States,staff,pyosMeta,pulls
Path cleanup and only export yml in final step,2023-07-26 23:35:47,closed,,lwasser,United States,staff,pyosMeta,pulls
Update workflow names,2023-07-26 21:01:54,closed,,lwasser,United States,staff,pyosMeta,pulls
Code refactor & numerous bug fixes ,2023-07-20 03:11:19,closed,,lwasser,United States,staff,pyosMeta,pulls
move scripts into src/pyosmeta/cli folder,2023-07-16 02:42:47,closed,,msarahan,"Austin, TX",contributor,pyosMeta,pulls
reusable workflow for calling scripts,2023-07-15 16:34:30,closed,,msarahan,"Austin, TX",contributor,pyosMeta,pulls
Numerous bug fixes and update reviewers script,2023-07-05 16:48:39,closed,,lwasser,United States,staff,pyosMeta,pulls
"Fix: readme duplication, remove print statements",2023-07-03 22:22:22,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: update pyproject with requests,2023-05-27 00:17:34,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix: small bugs in assigning contrib type,2023-05-26 21:26:09,closed,,lwasser,United States,staff,pyosMeta,pulls
new config,2023-05-24 23:45:25,closed,,crazy4pi314,"Seattle, WA",contributor,pyosMeta,pulls
Update: readme notes & feat - don't update name if exists on website,2023-05-08 21:26:10,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: Start at more defined typing ✨ ,2023-05-04 18:56:45,closed,,lwasser,United States,staff,pyosMeta,pulls
This extends PR from issue: #21,2023-04-30 21:13:21,closed,,paajake,Ghana,contributor,pyosMeta,pulls
Move Token Import From a Pickle File Import to a Simple Text File,2023-04-24 17:15:26,closed,,bbulpett,Gotham,contributor,pyosMeta,pulls
Update ProcessIssue.get_categories(),2023-04-23 02:11:22,closed,,austinlg96,,contributor,pyosMeta,pulls
Add: parse all maintainers from issues to package.yml,2023-04-23 00:20:25,closed,,tiffanyxiao,"New York, New York",contributor,pyosMeta,pulls
Extending list of json files that are being parsed to include the update-web-metadata repo,2023-04-22 21:58:21,closed,,meerkatters,"Seattle, WA",contributor,pyosMeta,pulls
Fixed authentication to GitHub API.,2023-04-22 19:59:34,closed,,austinlg96,,contributor,pyosMeta,pulls
Fix: code cleanup and more bug fixes,2023-04-22 19:02:44,closed,,lwasser,United States,staff,pyosMeta,pulls
Update: redo of issues API,2023-03-07 19:58:41,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: parse contributors script to update contribs,2023-03-01 00:06:07,closed,,lwasser,United States,staff,pyosMeta,pulls
Update contributor and review data,2025-02-27 21:11:15,open,,github-actions[bot],,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-26 21:11:19,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-25 21:13:04,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
BUG: broken link,2025-02-25 02:17:22,closed,bug,jsdodge,,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-24 21:12:24,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-22 21:11:30,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-20 21:11:27,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
FEATURE: _data/packages.yml should be alphabetically ordered,2025-02-19 23:52:10,closed,enhancement,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,issues
Update contributor and review data,2025-02-19 23:03:00,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
BUG: our contributor build is currently broken (this is likely a pyosmeta bug),2025-02-12 16:41:44,open,bug,lwasser,United States,staff,pyopensci.github.io,issues
build(deps): bump lycheeverse/lychee-action from 2.2.0 to 2.3.0 in /.github/workflows in the actions group,2025-02-10 07:00:00,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,issues
Fix: add commiment to DEIa,2025-02-07 19:29:20,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Fix images 20242,2025-02-07 19:11:02,closed,,lwasser,United States,staff,pyopensci.github.io,issues
2024 fix image,2025-02-07 19:01:54,closed,,lwasser,United States,staff,pyopensci.github.io,issues
run update-contribs-reviews daily,2025-02-06 21:51:48,closed,,hamogu,"Cambridge, MA, USA",contributor,pyopensci.github.io,issues
Update contributor and review data,2025-01-30 18:22:20,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
Blog Post for QuadratiK ,2025-01-17 11:23:22,closed,,rmj3197,"Buffalo, New York, USA",contributor,pyopensci.github.io,issues
Update contributor and review data,2025-01-15 00:31:06,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
Update contributor and review data,2025-01-14 20:20:50,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
fix: make ci happy,2025-01-07 20:47:20,closed,,lwasser,United States,staff,pyopensci.github.io,issues
feat(blog): 2024 recap blog,2025-01-07 17:12:44,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Fix some link issues,2025-01-06 08:31:42,closed,,erik-whiting,"Omaha, NE",contributor,pyopensci.github.io,issues
Update contributor and review data,2025-01-01 00:34:25,closed,,github-actions[bot],,contributor,pyopensci.github.io,issues
build(deps): bump lycheeverse/lychee-action from 2.1.0 to 2.2.0 in /.github/workflows in the actions group,2024-12-23 06:16:11,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,issues
feat: Add active status and indicate archived for packages,2024-12-15 04:57:06,closed,,banesullivan,United States,contributor,pyopensci.github.io,issues
 [jan 21 merge] feat(blog): blog post--lessons learned on publish security,2024-12-14 01:56:10,open,,lwasser,United States,staff,pyopensci.github.io,issues
[mid jan merge] feat(blog): fall festival 2024 overview,2024-12-03 01:28:45,open,,lwasser,United States,staff,pyopensci.github.io,issues
BUG:  review issue link is not rendering on our packages cards,2024-11-21 00:23:43,closed,"bug, high-priority",lwasser,United States,staff,pyopensci.github.io,issues
fix: force create joss cross ref badge,2024-11-21 00:02:28,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Use actual DOI if available,2024-11-20 16:02:58,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,issues
Create archive process and then Archive nbless,2024-01-17 00:26:27,closed,feature:content,lwasser,United States,staff,pyopensci.github.io,issues
Update contributor and review data,2025-02-27 21:11:15,open,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-26 21:11:19,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-25 21:13:04,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-24 21:12:24,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-22 21:11:30,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-20 21:11:27,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-02-19 23:03:00,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
build(deps): bump lycheeverse/lychee-action from 2.2.0 to 2.3.0 in /.github/workflows in the actions group,2025-02-10 07:00:00,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
Fix: add commiment to DEIa,2025-02-07 19:29:20,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix images 20242,2025-02-07 19:11:02,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
2024 fix image,2025-02-07 19:01:54,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
run update-contribs-reviews daily,2025-02-06 21:51:48,closed,,hamogu,"Cambridge, MA, USA",contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-01-30 18:22:20,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Blog Post for QuadratiK ,2025-01-17 11:23:22,closed,,rmj3197,"Buffalo, New York, USA",contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-01-15 00:31:06,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-01-14 20:20:50,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
fix: make ci happy,2025-01-07 20:47:20,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
feat(blog): 2024 recap blog,2025-01-07 17:12:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix some link issues,2025-01-06 08:31:42,closed,,erik-whiting,"Omaha, NE",contributor,pyopensci.github.io,pulls
Update contributor and review data,2025-01-01 00:34:25,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
build(deps): bump lycheeverse/lychee-action from 2.1.0 to 2.2.0 in /.github/workflows in the actions group,2024-12-23 06:16:11,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
feat: Add active status and indicate archived for packages,2024-12-15 04:57:06,closed,,banesullivan,United States,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-12-15 00:36:48,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
 [jan 21 merge] feat(blog): blog post--lessons learned on publish security,2024-12-14 01:56:10,open,,lwasser,United States,staff,pyopensci.github.io,pulls
feat: new blog post - we're hiring,2024-12-13 22:16:11,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
fix(photo): update Inessa's photo,2024-12-05 01:53:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: Minor edits to blog post,2024-12-05 01:36:50,closed,,InessaPawson,,contributor,pyopensci.github.io,pulls
[mid jan merge] feat(blog): fall festival 2024 overview,2024-12-03 01:28:45,open,,lwasser,United States,staff,pyopensci.github.io,pulls
fix: remove title and broken email,2024-11-22 21:04:53,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
feat(blog): new blog post from erics FF keynote,2024-11-22 21:03:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributors.yml,2024-11-22 13:46:17,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
Fix: this is a workflow test,2024-11-21 19:19:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2024-11-21 01:23:41,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
fix: force create joss cross ref badge,2024-11-21 00:02:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Use actual DOI if available,2024-11-20 16:02:58,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
Fix: another broken link,2024-11-19 22:34:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Astropy partner page: Hide categories,2024-11-19 18:35:10,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
Astropy partner page: Fix broken links,2024-11-19 18:25:33,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
Add a linter for GitHub actions,2024-11-15 23:51:14,closed,,willingc,San Diego,contributor,pyopensci.github.io,pulls
Update linkcheck.yml build,2024-11-15 23:44:09,closed,,willingc,San Diego,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-11-15 00:33:07,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
build(deps): bump lycheeverse/lychee-action from 2.0.2 to 2.1.0 in /.github/workflows in the actions group,2024-11-11 07:06:35,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
Remove TBD as contributor,2024-11-03 20:36:43,closed,,cmarmo,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-11-01 00:34:15,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
fix: update contributor's name,2024-10-27 13:04:45,closed,,flpm,"New York, NY",contributor,pyopensci.github.io,pulls
build(deps): bump lycheeverse/lychee-action from 2.0.1 to 2.0.2 in /.github/workflows in the actions group,2024-10-21 06:10:06,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
add: how to submit a package for review,2024-10-15 21:40:45,open,DO-NOT-MERGE,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: edits,2024-10-15 21:35:55,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2024-10-15 00:30:29,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
build(deps): bump lycheeverse/lychee-action from 1.10.0 to 2.0.1 in /.github/workflows in the actions group,2024-10-14 06:24:53,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
feat(blog): add blog post on sustainability. ,2024-10-10 16:11:02,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
feat(blog): inessa numfocus award,2024-10-10 16:01:33,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
feat(sponsor): add sponsor page to top nav,2024-10-08 21:14:18,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
updated scholarship info,2024-10-04 21:19:46,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
fix(scholarship): remove the date to see if we get any students after a small push,2024-10-03 18:51:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2024-10-01 00:34:12,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
typo fixes,2024-09-30 22:13:17,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
fix(event): update text and scholarship dates,2024-09-26 22:59:33,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fall Festival speaker updates,2024-09-23 16:27:44,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
DO NOT MERGE intentional breaks,2024-09-19 21:53:33,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Add github image ID for new editors,2024-09-19 06:27:06,closed,,cmarmo,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-09-17 20:57:08,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Add new editors for third 2024 trimester,2024-09-16 19:09:45,closed,,cmarmo,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-09-15 00:32:30,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
UPDATES: synced information on FF event page with information on Eventbrite,2024-09-11 22:24:28,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
build(deps): bump peter-evans/create-pull-request from 6 to 7 in /.github/workflows in the actions group,2024-09-09 06:27:49,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
feat(css): upgrade responsive styles throughout,2024-09-09 00:19:47,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
bug: add div around blockquote,2024-09-06 20:44:25,closed,DO-NOT-MERGE,willingc,San Diego,contributor,pyopensci.github.io,pulls
UPDATE to Fall Festival event page,2024-09-04 18:28:17,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Update contributor and review data,2024-09-01 00:34:29,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
add: new blog post on packaging and peer review,2024-08-26 23:45:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
2 years packaging,2024-08-26 23:09:41,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
"add: contributing info for updating dates, style upgrades and fun blockquote styles",2024-08-26 23:08:38,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
changed scholarship application dates,2024-08-23 16:10:59,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
updated pricing range,2024-08-23 16:07:38,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Blogs aug24,2024-08-23 03:04:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2024-08-15 23:00:34,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
UPDATE: corrected fall festival prices,2024-08-15 20:02:00,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Update 2024-08-02-pyopensci-at-scipy-2024.md,2024-08-15 17:51:39,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Update contributor and review data,2024-08-15 00:26:29,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Small fix in the August 2024 newsletter post,2024-08-12 18:24:11,closed,,flpm,"New York, NY",contributor,pyopensci.github.io,pulls
UPDATE: updated old fall festival page,2024-08-12 14:23:59,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
FIX 2024-08-02-community-news-august-2024.md,2024-08-08 19:09:52,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
[POST] pyOpenSci Fall Festival event page,2024-08-06 20:07:23,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
fix(fall festival excerpt): 2024-08-09-pyopensci-fall-festival,2024-08-02 21:26:23,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
POST: community news aug 2024,2024-08-02 21:05:47,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Freshen up tha header a little,2024-08-02 02:46:50,closed,,sneakers-the-rat,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-08-01 23:34:57,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
fix: separate blog posts from events,2024-08-01 16:02:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
ensmallen buttons on mobile,2024-08-01 06:37:39,closed,,sneakers-the-rat,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-08-01 00:30:18,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: update deployment workflow,2024-07-29 17:10:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
fix(css): css for search toggle - shouldn't be sticky and ol on mobile,2024-07-25 22:27:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
feat(blog): scipy24 recap blogpost with pictures,2024-07-25 22:15:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: deploy from main branch on push,2024-07-24 14:53:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update to gh actions page build,2024-07-22 21:47:33,closed,,sneakers-the-rat,,contributor,pyopensci.github.io,pulls
Update contributor and review data,2024-07-15 00:27:45,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update footer.html to include CoC,2024-07-13 18:08:06,closed,,ayhanxian,,contributor,pyopensci.github.io,pulls
Add: events section to website & scipy workshop 2024,2024-07-11 02:40:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: spelling issues,2024-07-04 21:33:00,closed,,SeanAverS,Canada,contributor,pyopensci.github.io,pulls
Bump the actions group in /.github/workflows with 6 updates,2024-07-04 20:24:23,closed,dependencies,dependabot[bot],,contributor,pyopensci.github.io,pulls
Fix: update advisory council,2024-07-04 19:59:57,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2024-07-02 18:10:33,closed,DO-NOT-MERGE,github-actions[bot],,contributor,pyopensci.github.io,pulls
Blog post automata,2024-07-02 02:45:23,closed,,eliotwrobson,"Urbana, IL",contributor,pyopensci.github.io,pulls
Use main branch of pyosMeta,2024-07-01 17:49:31,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
MNT: Use dependabot to auto update workflow dependencies,2024-07-01 17:46:11,closed,,pllim,"Baltimore, MD, USA",contributor,pyopensci.github.io,pulls
"Add ""Peer Reviewed"" badge",2024-06-27 23:22:00,closed,,sneakers-the-rat,,contributor,pyopensci.github.io,pulls
[BLOG] pyOS SciPy workshop post,2024-06-25 23:15:56,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Fix Tutorial listing on Learn page,2024-06-25 20:05:35,closed,,g4brielvs,,contributor,pyopensci.github.io,pulls
